titulo,departamento,precio,ubicacion,m2,habitaciones,banios,descripcion_1,descripcion_2,c_interiores,c_exteriores,entorno
"Casa en venta Tahuaycani, Arequipa, Perú",2 casas en venta en Puno Departamento,"380,000","Tahuaycani, arequipa, perú",273m2,17 Habitaciones,8 Baños,"VENTA INMUEBLE DE 04 PISOS CERCA UNIV. CATÓLICA SANTA MARÍA - SACHACA ,   , GRAN OPORTUNIDAD INVERSIONISTAS, AMPLIO INMUEBLE DE 4 PISOS  ,  , Vendo inmueble de  04 niveles en Urbanización privada en el Distrito de Sachaca cerca de la Universidad Católica Santa María como referencia cerca de la Av. Tahuaycani y Av. Metropolitana, está adecuado para centro educativo inicial, centro médico, hotel, etc. Cuenta con todos los documentos en regla, registrado en"," RRPP, libre de hipotecas, el inmueble cuenta con la siguiente distribución: ,  , PRIMER NIVEL: ,   - 05 Ambientes  ,   - 03 Baños ,   - Cochera techada para 5 autos ,  , SEGUNDO NIVEL: ,   - 05 Ambientes medianas ,   - 01 Ambiente grande  ,   - 02 Baños ,   - Depósito ,  , TERCER NIVEL:  ,   - 05 Ambientes  medianas ,   - 01 Ambiente grande  ,   - 02 Baños ,   - Depósito ,  , CUARTO NIVEL:  ,   - 01 minidepartemento de 1 ,         dormitorio  ,   - 01 Baño ,   - Terraza  ,  , ÁREA DE TERRENO: 273.24m² , ÁREA CONSTRUIDA:  557m² , FRENTERA: 15 metros ,  , PRECIO: $380,000 DÓLARES",Amoblado: Sin amoblar,Estacionamientos,"Cerca a avenidas principales,Cerca a Centro Comercial,Cerca de parques,Cerca a Centro Comercial"
"Casa en venta Avenida Dolores, Ur. Los Conquistadores, José Luis Bustamante Y Rivero, Arequipa, 04002, Per",2 casas en venta en Puno Departamento,"350,000","Avenida dolores, ur. los conquistadores, josé luis bustamante y rivero, arequipa, 04002, per",280m2,4 Habitaciones,3 Baños,"¡¡¡VENTA!!! CASA CERCA AVENIDA DOLORES - J. L. BUSTAMANTE Y RIVERO  ,  , GRAN OPORTUNIDAD CASA DE 2 NIVELES CERCA ADEPA Y AVENIDA DOLORES  ,  , Vendo amplia casa de 2 niveles, está ubicada en el distrito de José Luis Bustamante y Rivero, como referencia cerca de la avenida Dolores,  picantería Tradición Arequipeña y Rustica en zona tranquila y segura cerca de parques y canchas deportivas, tiene todos los servicios y documentación en regla. La casa tiene ","una antigüedad de 35 años aprox. y cuenta con la siguiente distribución: ,  ,  - Sala  ,  - Comedor ,  - Cocina ,  - Baño social  ,  - Estudio ,  - Estar familiar  ,  - 04 Habitaciones  ,  - 02 Baños ,  - Lavandería  ,  - Jardín  ,  - 02 Cocheras ,  , ÁREA TERRENO: 280 M2  , ANTIGÜEDAD: 35 AÑOS APROX. ,  , PRECIO: $350,000 DÓLARES","Amoblado: Sin amoblar,Armario empotrado,Agua","Año de construcción: 1,990,Estacionamientos,Jardín","Cerca a avenidas principales,Cerca a Centro Comercial,Cerca de parques,Cerca a Centro Comercial"
"Casa en venta Montalvo Instituto, Avenida Pumacahua, Ag. Cerro Colorado, Cerro Colorado, Arequipa, 04014, Per",2 casas en venta en Puno Departamento,"185,000","Montalvo instituto, avenida pumacahua, ag. cerro colorado, cerro colorado, arequipa, 04014, per",60m2,3 Habitaciones,3 Baños,"¡¡¡VENTA!!! CASA  ESTRENO EN ESQUINA CERCA AV. PUMACAHUA - CERRO COLORADO  ,  , LA CASA FAMILIAR  EN ESTRENO QUE BUSCABAS  CERCA AREQUIPA CENTER y METRO ,  , Vendo casa estreno de 3 niveles en esquina, está ubicada en el Distrito de Cerro Colorado a 3 cuadras  de la avenida Pumacahua, en zona tranquila cerca de parques, colegios, como referencia cerca de la avenida Pumacahua, a 5 minutos de Metro, Arequipa Center,  Sodimac, Geriatrico, tiene todos los se","rvicios con buena distribución é iluminación y documentos en regla. La casa cuenta con la siguiente distribución: ,  ,  - Sala  ,  - Comedor ,  - Cocina ,  - Baño social ,  - 03 Habitaciones  ,  - 02 Baños ,  - Lavandería  ,  - Depósito  ,  - Área de parrillas ,  - Cochera ,  , ÁREA TERRENO: 60m2 , ÁREA CONSTRUIDA: 150m2  ,  , PRECIO: $185,000 DÓLARES","Amoblado: Sin amoblar,Armario empotrado,Cuarto de Servicio","Año de construcción: 2,022,Estacionamientos,Terraza,BBQ","Cerca a avenidas principales,Cerca a Centro Comercial,Cerca de parques,Cerca a Centro Comercial,Vista panorámica"
"Casa en venta Cerro Colorado, Arequipa",2 casas en venta en Puno Departamento,"590,000","Cerro Colorado, Arequipa",250m2,3 Habitaciones,5 Baños,"HERMOSA CASA EN QUINTA PRIVADA - CHALLAPAMPA ,  ,   ,  , CASA EN ZONA EXCLUSIVA CON ÁREAS VERDES Y EXCELENTE CLIMA ,  , La propiedad cuenta con ,  , - 2 cocheras techadas en sótano. ,  , - Vigilancia las 24 horas. ,  , - 3 dormitorios amplios con baño privado cada uno. ,  , - Cocina amplia y moderna equipada con cocina, refrigerador, horno , campana extractora  ,  , - Amplia sala comedor con vista a jardines ,  , - Área de servicio y lavandería  ,  , - Patio, terraza ,  , - Sala de estar ,  , ","- Jardines  ,  , PRECIO DE VENTA: $ 590,000","Sistema de Alarma,Balcón,Armario empotrado,Línea Blanca,Cuarto de Servicio","Estacionamientos,Bodega,Seguridad privada","Cerca de parques,Vista panorámica"
"Casa en venta Cayma, Arequipa",2 casas en venta en Puno Departamento,"280,000","Cayma, Arequipa",180m2,4 Habitaciones,5 Baños,"EXCLUSIVA CASA EN QUINTA PRIVADA EN CAYMA ,  , CASA DE DISEÑO MODERNO Y MINIMALISTA EN QUINTA  ,  , EN ZONA EXCLUSIVA DE CAYMA ,  , 1ER NIVEL: , - Sala comedor , - Patio con pequeña zona de parrilla , - Cocina amplia con almacén , - Baño sociañ , - Cochera ,  , 2DO NIVEL: , - Habitación principal con baño privado  , - 2 habitaciones secundarias que comparten baño  , - Todas con closets empotrados ,  , 3ER. NIVEL: , - Habitación con baño privado y closets , - Terraza  , - Zona de Lavander","ía  , - Baño de servicio ,  , AREA DE TERRENO: 128 M2 , AREA CONSTRUIDA: 180 M2 ,  , PRECIO: $ 280,000 ,  ,  ,  ,  ","Balcón,Armario empotrado,Cuarto de Servicio","Estacionamientos,Bodega",Cerca de parques
"Casa en venta Cayma, Arequipa",2 casas en venta en Puno Departamento,"595,000","Cayma, Arequipa",350m2,4 Habitaciones,4 Baños,"HERMOSA CASA EN CAYMA EN URB. PRIVADA ,  , AMPLIA Y ESPACIOSA CASA UBICADA EN URB. PRIVADA EN CAYMA  , - Casa de 2 niveles  , - Cochera con puerta levadiza , - 4 habitaciones ( la principal con baño completo privado) , - 4 baños  , - amplia sala y comedor , - cocina con reposteros empotrados , - closets empotrados , - patio , - PISCINA TEMPERADA Y TECHADA , - Oficina y estudio  , - Sala de estar  , - Cuarto de lavandería , - Cuarto de servicio , - Depósito , - Seguridad y vigilan","cia 24/7 , - Acabados de primera  ,  , PRECIO DE VENTA: $ 595,000 ,  , PRECIO DE ALQUILER; $ 3000 ,  ,   ,  ,  ","Sistema de Alarma,Armario empotrado,Cuarto de Servicio,Piscina","Estacionamientos,Bodega,Jardín,BBQ,Seguridad privada",Cerca de parques
"Casa en venta Juliaca, San Román, Puno, Per",2 casas en venta en Puno Departamento,"35,000","Juliaca, san román, puno, per",120m2,2 Habitaciones,1 Baño,"Se Vende Casa 1 piso 2 - Registrado. , Praderas del Inka - Juliaca , Área construida 60 m2. , Área de terreno 120 M2. Frentera 10 ml. largo 12 ml. , Primer Piso: , Amplia sala-comedor, 1 baño completo, cocina, , 2 dormitorios, cochera. , Servicios: , Luz, agua, desague. , Pasan 2 líneas de transporte: 23 y 7 , Ubicación: , Primera Etapa Manzana F, Lote 15, Urb. Praderas del Inka - Juliaca. , Referencia: , Primera Etapa de la urbanización , Frente a Parque , A dos cuadras de l",a entrada Principal (caseta vigilancia).,"Amoblado: Sin amoblar,Agua","Año de construcción: 2,015,Estacionamientos,Jardín,Caseta de vigilancia","Cerca a avenidas principales,Cerca de parques,Cerca a Centro Comercial"
"Casa en venta Avenida Lambramani 129-149, Cuadra 0, Arequipa, 04002, Per",2 casas en venta en Puno Departamento,"270,000","Avenida lambramani 129-149, cuadra 0, arequipa, 04002, per",176m2,2 Habitaciones,1 Baño,"Casa terreno en zona comercial de Arequipa, Av. Lambramani, urb. Lambramani - Cercado ,  , ●A minutos del Centro Comercial Parque Lambramani , ●Al Costado de la conocida Academia Lafittte Taekwondo , ●AT: 176m2 / AC: 65m2 , ●Frente: 8 metros , ●Lados: 22 metros , ●Casa de 1 piso fácilmente retirable , ●Para Inversión ,  , ●A la altura del estadio Monumental de la UNSA , ●A minutos del centro Histórico de Arequipa , ●Propiedad ubicada en el distrito de Cercado de Arequipa ,  , Oportunidad de inversión , Zona rodeada de restauntes, comercios, centros de bellleza, y afines. ,  , Precio: $270,000 , Papeles en regla en Registros Públicos ,  , Mayor información y visitas con: , Pablo Velasquez , Agente Top Registrado , PN-17753 MVCS , Cel: "," , Capital Bienes Raíces",,"Año de construcción: 1,990,Estacionamientos","Cerca a avenidas principales,Cerca a Centro Comercial,Cerca de parques,Cerca a Centro Comercial"
"Casa en venta Apolinar Hallasi, Juliaca, Perú",2 casas en venta en Puno Departamento,"235,000","Apolinar hallasi, juliaca, perú",200m2,4 Habitaciones,3 Baños,"SE VENDE CASA MUY BIEN UBICADA, EN LA URB. SAN APOLINAR EN JULIACA , - DISTRIBUCION: , PRIMER PISO: ,    SALA Y COMEDOR, 1 DORMITORIO, COCINA, 1 BAÑO, GARAJE, HALL, PATIO  ,   AREA CONSTRUIDA: 124.5 M2     AREA LIBRE: 75.5 M2     AREA TOTAL: 200 M2 ,  , SEGUNDO PISO: ,    SALA, COMEDOR, 3 DORMITORIOS, 1 SALA DE JUEGOS, 1 BAÑO, 2 HALL  ,   AREA CONSTRUIDA: 122.86 M2     AREA LIBRE: 1.64 M2     AREA TOTAL: 124.50 M2 ,  , TERCER PISO: ,    AZOTEA, BAÑO Y UN DEPOSITO ,   AR","EA CONSTRUIDA: 31.42.5 M2     AREA LIBRE: 91.44 M2     AREA TOTAL: 122.86 M2 ,  , ANTIGUEDAD DE LA CASA 22 AÑOS , CUENTA CON DECLARATORIA DE FABRICA",Amoblado: Semi-amoblado,"Año de construcción: 2,000",
"Casa en venta Calle Leandro Andaluz 101, Villa Rica 19300, Perú",14 casas en venta en Pasco Departamento,"50,450","Calle leandro andaluz 101, villa rica 19300, perú","110,000m2",,,"VENDO 2 LOTES DE PARCELA EN SECTOR RÍO ENTAZ ,  , EXCELENTE OCASIÓN: SE VENDEN JUNTAS O POR SEPARADAS 2 FINCAS COLINDANTES (FUNDO CATIMOR U.C. # 30866 DE 11.21 HA. Y FUNDO MARSELLESA U.C. # 33001 DE 25.40 HA.) APTAS PARA EL CULTIVO EN LIMPIO PERMANENTE (CLASIFICACIÓN A y C) SOBRE EL SECTOR DEL MARGEN DERECHO DEL RÍO ENTAZ O PURÚZ, DISTRITO DE VILLA RICA, PROVINCIA DE OXAPAMPA, DEPARTAMENTO DE PASCO; IDEAL PARA SEMBRILLOS RENTABLES, ALBERGUE ECOLÓGICO",", REFORESTACIÓN, CENTRO DE RECREACIÓN Y/O PROYECTO DE LOTIZACIONES PARA BUNGALOWS; ASÍ COMO TAMBIÉN VIVIR EN TOTAL ARMONÍA CON LA NATURALEZA A SU ALREDEDOR (a sólo 40 minutos de Villa Rica, rango de altura entre 950 y 1,350 msnm, bellísimas quebradas y hasta con 3 accesos carrozables: por el puente Paucartambo, antigua carretera a Villa Rica/Cedro Pampa y vía hacia Sanchirio o Mariscal Castilla -). ,  , - Situación legal: debidamente inscritas en la SUNARP en cada partida electrónica independizada a nombre de un sólo dueño y libres de toda carga y/o gravamen, listas para ser transferidas (tierra y selva virgen clasificada de acuerdo a su capacidad de uso mayor) . , - Muy bien ubicadas. Linderos Catimor: Norte (525.89 mL), Sur (530.39 mL), Este (370.45 mL) y Oeste (638.80 mL). , - Terreno mayormente plano y fértil, acondicionado para cultivar café, cacao, granadilla, rocoto, zapallo, jengibre (kión), caigua, palta, maíz, cocona, verduras, árboles maderables reforestados, plantaciones medicinales, plátanos y demás frutales/cítricos de alto rendimiento para el exigente mercado regional, nacional y/o la agroexportación.  , - Ideal para edificar algún proyecto agropecuario, implementar planta de procesamiento integral cafetalero o empacadoras (frutas frescas, hortalizas y legumbres), extracción de miel (apicultura) y/o turístico vivencial - deportivo en la zona. , - Existen accesos a servicios públicos en la misma zona (cableado de energía eléctrica a 10 minutos, señal celular y agua). Desde allí se tiene también una vista privilegiada de todo el Valle Entaz. ,  , *PRECIO DESDE los USD $/. 4,500 por cada HECTÁREA.","Amoblado: Sin amoblar,Balcón",Jardín,Vista panorámica
"Casa en venta Oxapampa Distrito, Oxapampa",14 casas en venta en Pasco Departamento,"50,450","Oxapampa, Pasco","1,208,500m2",,,"¡VENDO 2 LOTES DE PARCELA EN SECTOR RÍO ENTAZ! ,  , 👋EXCELENTE OCASIÓN: SE VENDEN JUNTAS O POR SEPARADAS 2 FINCAS COLINDANTES (FUNDO CATIMOR U.C. # 30866 DE 11.21 HA Y FUNDO MARSELLESA U.C. # 33001 DE 25.40 HA) APTAS PARA EL CULTIVO EN LIMPIO PERMANENTE (CLASIFICACIÓN A y C) SOBRE EL SECTOR DEL MARGEN DERECHO DEL RÍO ENTAZ O PURÚZ, DISTRITO DE VILLA RICA, PROVINCIA DE OXAPAMPA, DEPARTAMENTO DE PASCO; IDEAL PARA SEMBRILLOS RENTABLES, ALBERGUE ECOLÓGI","CO, REFORESTACIÓN, CENTRO DE RECREACIÓN Y/O PROYECTO DE LOTIZACIONES PARA BUNGALOWS; ASÍ COMO TAMBIÉN VIVIR EN TOTAL ARMONÍA CON LA NATURALEZA A SU ALREDEDOR (a sólo 40 minutos de Villa Rica, rango de altura entre 950 y 1,350 msnm, bellísimas quebradas y hasta con 3 accesos carrozables: por el puente Paucartambo, antigua carretera a Villa Rica/Cedro Pampa y vía hacia Sanchirio o Mariscal Castilla -). ,  , ✅ Situación legal: debidamente inscritas en la SUNARP en cada partida electrónica independizada a nombre de un sólo dueño y libres de toda carga y/o gravamen, listas para ser transferidas (tierra y selva virgen clasificada de acuerdo a su capacidad de uso mayor) . ,  , ✅ Muy bien ubicadas. Linderos Catimor: Norte (525.89 mL), Sur (530.39 mL), Este (370.45 mL) y Oeste (638.80 mL). , ✅ Terreno mayormente plano y fértil, acondicionado para cultivar café, cacao, granadilla, rocoto, zapallo, jengibre (kión), caigua, palta, maíz, cocona, verduras, árboles maderables reforestados, plantaciones medicinales, plátanos y demás frutales/cítricos de alto rendimiento para el exigente mercado regional, nacional y/o la agroexportación.  ,  , ✅ Ideal para edificar algún proyecto agropecuario, implementar planta de procesamiento integral cafetalero o empacadoras (frutas frescas, hortalizas y legumbres), extracción de miel (apicultura) y/o turístico vivencial - deportivo en la zona. ,  , ✅ Existen accesos a servicios públicos en la misma zona (cableado de energía eléctrica a 10 minutos, señal celular y agua). Desde allí se tiene también una vista privilegiada de todo el Valle Entaz. ,  , ‼PRECIO DESDE los USD $/. 4,500 por cada HECTÁREA‼","Balcón,Cuarto de Servicio","Año de construcción: 2,008,Bodega","Cerca de parques,Vista panorámica"
"Casa en venta Iscozacín, Oxapampa, Perú",14 casas en venta en Pasco Departamento,"475,835","Iscozacín, oxapampa, perú","293,150m2",6 Habitaciones,3 Baños,"VENDO 293.15 HECTÁREAS DE 2 PARCELAS U.C. 30400 Y 30404 PARA USO AGROPECUARIO ,  , OPORTUNIDAD: SE VENDEN 2 AMPLIOS FUNDOS (151.25 Ha. / 141.90 Ha.) APTOS PARA EL CULTIVO EN LIMPIO PERMANENTE Y ACTIVIDADES DE PASTOREO EN EL SECTOR DE RÍO LAGARTO, QUEBRADA DE PACO DEL CASERÍO ISCOZACÍN, DISTRITO DE PALCAZÚ, PROVINCIA DE OXAPAMPA, DEPARTAMENTO DE PASCO; IDEAL PARA SEMBRILLOS RENTABLES, ALBERGUE ECOLÓGICO, CENTRO DE RECREACIÓN, GANADERÍA Y/O CONSTRUIR T","U TAN ANSIADA CASA DE CAMPO FUERA DE TODA CONTAMINACIÓN URBANA; ASÍ COMO TAMBIÉN VIVIR EN TOTAL ARMONÍA CON LA NATURALEZA A SU ALREDEDOR (a aproximadamente 4.5 horas de La Merced - Valle de Chanchamayo, situado a 500 m.s.n.m., bellísimas cataratas y acceso carrozable por la misma Carretera Marginal que une Villa Rica con Iscozacín). ,  , - Situación legal: debidamente inscritos en la SUNARP a nombre de un sólo dueño y libre de toda carga y/o gravamen, listos para ser transferidos. , - Muy bien ubicados con límites al río y colindantes. Linderos: Norte (1,800 mL), Sur (3,000 mL), Este (1,330 mL) y Oeste (2,620 mL). , - Terreno mayormente plano y fértil, acondicionado para cultivar cacao de primerísima calidad (3 Ha. actualmente sembradas), bananas, plátanos y demás frutales/cítricos de alto rendimiento para el mercado regional, nacional y/o la agroexportación.  , - Cuenta con una casa de campo familiar construida y con sus servicios de agua acuífero y biodigestor, energía eléctrica trifásica e internet satelital instalados. , - Ideal para edificar algún proyecto agropecuario a gran escala (ganado bovino del tipo cebú), implementar planta de procesamiento integral de cacao, extracción de miel de abeja (apicultura) y/o turístico en la zona. ,  , * PRECIO FINAL: DESDE S/ 6,000 (SEIS MIL SOLES) por c/HECTÁREA.","Amoblado: Sin amoblar,Balcón,Chimenea,Internet,Cuarto de Servicio,Agua","Año de construcción: 1,997,Estacionamientos,Terraza,Cisterna,Jardín,Caseta de vigilancia",Vista panorámica
"Casa en venta Oxapampa Distrito, Oxapampa",14 casas en venta en Pasco Departamento,"43,284","Oxapampa, Pasco",300m2,,,"¡VENDO 32.2 HECTÁREAS DE PARCELA U.C. 060016 - 100% CULTIVABLE! ,  , 👋GRAN OCASIÓN: SE VENDE AMPLIO FUNDO APTO PARA EL CULTIVO EN LIMPIO PERMANENTE EN EL SECTOR BELHO HORIZONTE, DISTRITO DE PUERTO BERMÚDEZ, PROVINCIA DE OXAPAMPA, DEPARTAMENTO DE PASCO; IDEAL PARA SEMBRILLOS RENTABLES, ALBERGUE ECOLÓGICO, CENTRO DE RECREACIÓN Y/O CONSTRUIR TU TAN ANSIADA CASA DE CAMPO FUERA DE TODA CONTAMINACIÓN URBANA; ASÍ COMO TAMBIÉN VIVIR EN TOTAL ARMONÍA CON LA ","NATURALEZA A SU ALREDEDOR (a aproximadamente 2 horas de Pichanaki, situado a 1,600 m.s.n.m., bellísimas cataratas y acceso carrozable). ,  , ✅ Situación legal: debidamente inscrito en la SUNARP a nombre de un sólo dueño y libre de toda carga y/o gravamen, listo para ser transferido. ,  , ✅ Muy bien ubicado. Linderos: Norte (604 mL), Sur (250 mL), Este (1,350 mL) y Oeste (1,339 mL). , ✅Terreno mayormente plano y fértil, acondicionado para cultivar el mejor café del mundo, cacao, piña, tangarinas, naranjas, coca, mandarinas, palta, kión, árboles maderables reforestados, plantaciones medicinales, bananas, limón, plátanos y demás frutales/cítricos de alto rendimiento para el mercado regional, nacional y/o la agroexportación.  ,  , ✅Ideal para edificar algún proyecto agropecuario, implementar planta de procesamiento integral cafetalero o de cacao, extracción de miel (apicultura) y/o turístico en la zona. ,  , ‼PRECIO FINAL: DESDE S/ 5,000 (CINCO MIL SOLES) por cada HECTÁREA‼",,"Año de construcción: 2,018","Cerca de parques,Vista panorámica"
